Dataset,Model,PacketLoss,Topology,Agents,Alpha,AttackType,Run,Accuracy,Precision,Recall,F1_score
UNSW,Logistic Regression,0.0,random,8,0.3,DoS,1,0.4709,0.4603,0.4504,0.4553
UNSW,Logistic Regression,0.0,random,8,0.3,DoS,2,0.4855,0.4822,0.4654,0.4737
UNSW,Logistic Regression,0.0,random,8,0.3,DoS,3,0.4567,0.4407,0.4831,0.461
UNSW,Logistic Regression,0.0,random,8,0.3,Recon,1,0.4026,0.4392,0.4413,0.4403
UNSW,Logistic Regression,0.0,random,8,0.3,Recon,2,0.4284,0.4357,0.4324,0.434
UNSW,Logistic Regression,0.0,random,8,0.3,Recon,3,0.4152,0.4509,0.4226,0.4363
UNSW,Logistic Regression,0.0,random,8,0.3,Exploit,1,0.4211,0.3951,0.4166,0.4056
UNSW,Logistic Regression,0.0,random,8,0.3,Exploit,2,0.427,0.4788,0.434,0.4553
UNSW,Logistic Regression,0.0,random,8,0.3,Exploit,3,0.4302,0.4342,0.4191,0.4265
UNSW,Logistic Regression,0.0,random,8,0.5,DoS,1,0.4862,0.4556,0.5141,0.4831
UNSW,Logistic Regression,0.0,random,8,0.5,DoS,2,0.4663,0.5061,0.4588,0.4813
UNSW,Logistic Regression,0.0,random,8,0.5,DoS,3,0.4788,0.3887,0.5937,0.4698
UNSW,Logistic Regression,0.0,random,8,0.5,Recon,1,0.4529,0.4165,0.4826,0.4471
UNSW,Logistic Regression,0.0,random,8,0.5,Recon,2,0.4729,0.3864,0.5508,0.4542
UNSW,Logistic Regression,0.0,random,8,0.5,Recon,3,0.4159,0.4556,0.4274,0.4411
UNSW,Logistic Regression,0.0,random,8,0.5,Exploit,1,0.4517,0.437,0.4543,0.4455
UNSW,Logistic Regression,0.0,random,8,0.5,Exploit,2,0.4163,0.4392,0.4548,0.4469
UNSW,Logistic Regression,0.0,random,8,0.5,Exploit,3,0.4235,0.4053,0.4419,0.4228
UNSW,Logistic Regression,0.0,random,8,1.0,DoS,1,0.471,0.4946,0.4585,0.4759
UNSW,Logistic Regression,0.0,random,8,1.0,DoS,2,0.4752,0.4622,0.4792,0.4705
UNSW,Logistic Regression,0.0,random,8,1.0,DoS,3,0.4818,0.5462,0.4441,0.4899
UNSW,Logistic Regression,0.0,random,8,1.0,Recon,1,0.4638,0.4767,0.4518,0.4639
UNSW,Logistic Regression,0.0,random,8,1.0,Recon,2,0.4532,0.411,0.5158,0.4575
UNSW,Logistic Regression,0.0,random,8,1.0,Recon,3,0.4408,0.3971,0.5162,0.4489
UNSW,Logistic Regression,0.0,random,8,1.0,Exploit,1,0.452,0.4568,0.4231,0.4393
UNSW,Logistic Regression,0.0,random,8,1.0,Exploit,2,0.4044,0.4336,0.4495,0.4414
UNSW,Logistic Regression,0.0,random,8,1.0,Exploit,3,0.4644,0.4596,0.4362,0.4476
UNSW,Logistic Regression,0.1,ring,5,0.3,DoS,1,0.3761,0.4359,0.377,0.4043
UNSW,Logistic Regression,0.1,ring,5,0.3,DoS,2,0.4307,0.4176,0.3771,0.3963
UNSW,Logistic Regression,0.1,ring,5,0.3,DoS,3,0.3785,0.4212,0.4236,0.4224
UNSW,Logistic Regression,0.1,ring,5,0.3,Recon,1,0.3575,0.3685,0.3609,0.3647
UNSW,Logistic Regression,0.1,ring,5,0.3,Recon,2,0.3807,0.3804,0.3765,0.3784
UNSW,Logistic Regression,0.1,ring,5,0.3,Recon,3,0.4338,0.4133,0.4051,0.4092
UNSW,Logistic Regression,0.1,ring,5,0.3,Exploit,1,0.4064,0.3817,0.3886,0.3851
UNSW,Logistic Regression,0.1,ring,5,0.3,Exploit,2,0.3911,0.4548,0.3123,0.3703
UNSW,Logistic Regression,0.1,ring,5,0.3,Exploit,3,0.4288,0.4065,0.3761,0.3907
UNSW,Logistic Regression,0.1,ring,5,0.5,DoS,1,0.4767,0.3937,0.5035,0.4419
UNSW,Logistic Regression,0.1,ring,5,0.5,DoS,2,0.3993,0.4281,0.4217,0.4249
UNSW,Logistic Regression,0.1,ring,5,0.5,DoS,3,0.4409,0.4184,0.4593,0.4379
UNSW,Logistic Regression,0.1,ring,5,0.5,Recon,1,0.4518,0.4635,0.3608,0.4057
UNSW,Logistic Regression,0.1,ring,5,0.5,Recon,2,0.4032,0.4126,0.4088,0.4107
UNSW,Logistic Regression,0.1,ring,5,0.5,Recon,3,0.4184,0.4167,0.4369,0.4266
UNSW,Logistic Regression,0.1,ring,5,0.5,Exploit,1,0.4146,0.3985,0.4322,0.4147
UNSW,Logistic Regression,0.1,ring,5,0.5,Exploit,2,0.4162,0.3974,0.3573,0.3763
UNSW,Logistic Regression,0.1,ring,5,0.5,Exploit,3,0.3978,0.4547,0.3747,0.4108
UNSW,Logistic Regression,0.1,ring,5,1.0,DoS,1,0.4411,0.4153,0.476,0.4435
UNSW,Logistic Regression,0.1,ring,5,1.0,DoS,2,0.4234,0.4546,0.4486,0.4516
UNSW,Logistic Regression,0.1,ring,5,1.0,DoS,3,0.4352,0.3788,0.4719,0.4203
UNSW,Logistic Regression,0.1,ring,5,1.0,Recon,1,0.4162,0.4918,0.4164,0.451
UNSW,Logistic Regression,0.1,ring,5,1.0,Recon,2,0.412,0.4694,0.4164,0.4413
UNSW,Logistic Regression,0.1,ring,5,1.0,Recon,3,0.4287,0.4483,0.3871,0.4155
UNSW,Logistic Regression,0.1,ring,5,1.0,Exploit,1,0.3484,0.4087,0.3736,0.3904
UNSW,Logistic Regression,0.1,ring,5,1.0,Exploit,2,0.4095,0.4408,0.3774,0.4067
UNSW,Logistic Regression,0.1,ring,5,1.0,Exploit,3,0.4236,0.4292,0.379,0.4025
UNSW,Logistic Regression,0.1,ring,8,0.3,DoS,1,0.4627,0.4659,0.4162,0.4397
UNSW,Logistic Regression,0.1,ring,8,0.3,DoS,2,0.4329,0.439,0.4233,0.431
UNSW,Logistic Regression,0.1,ring,8,0.3,DoS,3,0.4012,0.3801,0.4605,0.4164
UNSW,Logistic Regression,0.1,ring,8,0.3,Recon,1,0.4247,0.403,0.3888,0.3958
UNSW,Logistic Regression,0.1,ring,8,0.3,Recon,2,0.4229,0.4295,0.3732,0.3994
UNSW,Logistic Regression,0.1,ring,8,0.3,Recon,3,0.3924,0.4144,0.3802,0.3965
UNSW,Logistic Regression,0.1,ring,8,0.3,Exploit,1,0.3868,0.4289,0.3924,0.4098
UNSW,Logistic Regression,0.1,ring,8,0.3,Exploit,2,0.3938,0.4419,0.3529,0.3924
UNSW,Logistic Regression,0.1,ring,8,0.3,Exploit,3,0.3766,0.4131,0.3816,0.3967
UNSW,Logistic Regression,0.1,ring,8,0.5,DoS,1,0.435,0.4008,0.4942,0.4427
UNSW,Logistic Regression,0.1,ring,8,0.5,DoS,2,0.4453,0.4618,0.4409,0.4511
UNSW,Logistic Regression,0.1,ring,8,0.5,DoS,3,0.442,0.4399,0.4435,0.4417
UNSW,Logistic Regression,0.1,ring,8,0.5,Recon,1,0.4269,0.403,0.4492,0.4249
UNSW,Logistic Regression,0.1,ring,8,0.5,Recon,2,0.3991,0.3627,0.4722,0.4103
UNSW,Logistic Regression,0.1,ring,8,0.5,Recon,3,0.4123,0.4501,0.4276,0.4385
UNSW,Logistic Regression,0.1,ring,8,0.5,Exploit,1,0.4131,0.3785,0.3853,0.3819
UNSW,Logistic Regression,0.1,ring,8,0.5,Exploit,2,0.4124,0.4414,0.3694,0.4022
UNSW,Logistic Regression,0.1,ring,8,0.5,Exploit,3,0.4357,0.372,0.4618,0.4121
UNSW,Logistic Regression,0.1,ring,8,1.0,DoS,1,0.4251,0.4659,0.4168,0.44
UNSW,Logistic Regression,0.1,ring,8,1.0,DoS,2,0.4448,0.4582,0.4376,0.4477
UNSW,Logistic Regression,0.1,ring,8,1.0,DoS,3,0.4382,0.4431,0.4594,0.4511
UNSW,Logistic Regression,0.1,ring,8,1.0,Recon,1,0.4358,0.4806,0.4215,0.4491
UNSW,Logistic Regression,0.1,ring,8,1.0,Recon,2,0.4111,0.4112,0.4584,0.4335
UNSW,Logistic Regression,0.1,ring,8,1.0,Recon,3,0.4668,0.3894,0.5071,0.4405
UNSW,Logistic Regression,0.1,ring,8,1.0,Exploit,1,0.4195,0.4049,0.4178,0.4112
UNSW,Logistic Regression,0.1,ring,8,1.0,Exploit,2,0.4397,0.3989,0.4518,0.4237
UNSW,Logistic Regression,0.1,ring,8,1.0,Exploit,3,0.4175,0.379,0.4627,0.4167
UNSW,Logistic Regression,0.1,fully,5,0.3,DoS,1,0.4746,0.506,0.4145,0.4557
UNSW,Logistic Regression,0.1,fully,5,0.3,DoS,2,0.4346,0.4319,0.4034,0.4171
UNSW,Logistic Regression,0.1,fully,5,0.3,DoS,3,0.4543,0.4694,0.4246,0.4459
UNSW,Logistic Regression,0.1,fully,5,0.3,Recon,1,0.3768,0.3957,0.4339,0.4139
UNSW,Logistic Regression,0.1,fully,5,0.3,Recon,2,0.4313,0.4257,0.4147,0.4201
UNSW,Logistic Regression,0.1,fully,5,0.3,Recon,3,0.4369,0.4143,0.3773,0.3949
UNSW,Logistic Regression,0.1,fully,5,0.3,Exploit,1,0.4124,0.4043,0.408,0.4062
UNSW,Logistic Regression,0.1,fully,5,0.3,Exploit,2,0.4421,0.4048,0.4712,0.4355
UNSW,Logistic Regression,0.1,fully,5,0.3,Exploit,3,0.3928,0.3766,0.4109,0.393
UNSW,Logistic Regression,0.1,fully,5,0.5,DoS,1,0.4842,0.5242,0.4263,0.4702
UNSW,Logistic Regression,0.1,fully,5,0.5,DoS,2,0.4452,0.5191,0.3884,0.4444
UNSW,Logistic Regression,0.1,fully,5,0.5,DoS,3,0.4778,0.3882,0.5116,0.4414
UNSW,Logistic Regression,0.1,fully,5,0.5,Recon,1,0.4257,0.5171,0.3898,0.4445
UNSW,Logistic Regression,0.1,fully,5,0.5,Recon,2,0.468,0.454,0.4498,0.4519
UNSW,Logistic Regression,0.1,fully,5,0.5,Recon,3,0.4249,0.4493,0.3691,0.4053
UNSW,Logistic Regression,0.1,fully,5,0.5,Exploit,1,0.4049,0.4388,0.4017,0.4194
UNSW,Logistic Regression,0.1,fully,5,0.5,Exploit,2,0.3748,0.3974,0.4262,0.4113
UNSW,Logistic Regression,0.1,fully,5,0.5,Exploit,3,0.4214,0.4687,0.4022,0.4329
UNSW,Logistic Regression,0.1,fully,5,1.0,DoS,1,0.4719,0.4573,0.4735,0.4652
UNSW,Logistic Regression,0.1,fully,5,1.0,DoS,2,0.4734,0.4241,0.4806,0.4506
UNSW,Logistic Regression,0.1,fully,5,1.0,DoS,3,0.4663,0.5197,0.4111,0.459
UNSW,Logistic Regression,0.1,fully,5,1.0,Recon,1,0.4414,0.4629,0.3947,0.4261
UNSW,Logistic Regression,0.1,fully,5,1.0,Recon,2,0.4403,0.4866,0.4201,0.4509
UNSW,Logistic Regression,0.1,fully,5,1.0,Recon,3,0.4123,0.4329,0.4434,0.4381
UNSW,Logistic Regression,0.1,fully,5,1.0,Exploit,1,0.434,0.4661,0.3923,0.426
UNSW,Logistic Regression,0.1,fully,5,1.0,Exploit,2,0.45,0.3631,0.4703,0.4098
UNSW,Logistic Regression,0.1,fully,5,1.0,Exploit,3,0.4241,0.4092,0.45,0.4286
UNSW,Logistic Regression,0.1,fully,8,0.3,DoS,1,0.4136,0.4605,0.3824,0.4178
UNSW,Logistic Regression,0.1,fully,8,0.3,DoS,2,0.4891,0.4621,0.459,0.4605
UNSW,Logistic Regression,0.1,fully,8,0.3,DoS,3,0.4596,0.4694,0.4209,0.4439
UNSW,Logistic Regression,0.1,fully,8,0.3,Recon,1,0.4249,0.4398,0.4194,0.4293
UNSW,Logistic Regression,0.1,fully,8,0.3,Recon,2,0.4507,0.4215,0.4797,0.4487
UNSW,Logistic Regression,0.1,fully,8,0.3,Recon,3,0.412,0.4323,0.4088,0.4202
UNSW,Logistic Regression,0.1,fully,8,0.3,Exploit,1,0.3831,0.4097,0.4199,0.4147
UNSW,Logistic Regression,0.1,fully,8,0.3,Exploit,2,0.3786,0.3771,0.4495,0.4101
UNSW,Logistic Regression,0.1,fully,8,0.3,Exploit,3,0.4231,0.4267,0.3984,0.4121
UNSW,Logistic Regression,0.1,fully,8,0.5,DoS,1,0.446,0.4055,0.5408,0.4635
UNSW,Logistic Regression,0.1,fully,8,0.5,DoS,2,0.4992,0.4532,0.5207,0.4846
UNSW,Logistic Regression,0.1,fully,8,0.5,DoS,3,0.432,0.4471,0.4423,0.4447
UNSW,Logistic Regression,0.1,fully,8,0.5,Recon,1,0.4345,0.4475,0.4394,0.4434
UNSW,Logistic Regression,0.1,fully,8,0.5,Recon,2,0.3951,0.4273,0.4115,0.4192
UNSW,Logistic Regression,0.1,fully,8,0.5,Recon,3,0.4788,0.5202,0.3833,0.4414
UNSW,Logistic Regression,0.1,fully,8,0.5,Exploit,1,0.397,0.4332,0.4384,0.4358
UNSW,Logistic Regression,0.1,fully,8,0.5,Exploit,2,0.3924,0.4436,0.3728,0.4052
UNSW,Logistic Regression,0.1,fully,8,0.5,Exploit,3,0.3933,0.4095,0.4196,0.4145
UNSW,Logistic Regression,0.1,fully,8,1.0,DoS,1,0.4288,0.4451,0.4481,0.4466
UNSW,Logistic Regression,0.1,fully,8,1.0,DoS,2,0.4657,0.4304,0.48,0.4539
UNSW,Logistic Regression,0.1,fully,8,1.0,DoS,3,0.4735,0.4562,0.467,0.4615
UNSW,Logistic Regression,0.1,fully,8,1.0,Recon,1,0.4524,0.4345,0.4515,0.4429
UNSW,Logistic Regression,0.1,fully,8,1.0,Recon,2,0.4567,0.4506,0.4595,0.455
UNSW,Logistic Regression,0.1,fully,8,1.0,Recon,3,0.4504,0.4075,0.4626,0.4333
UNSW,Logistic Regression,0.1,fully,8,1.0,Exploit,1,0.4477,0.4553,0.4288,0.4417
UNSW,Logistic Regression,0.1,fully,8,1.0,Exploit,2,0.4553,0.4566,0.4166,0.4357
UNSW,Logistic Regression,0.1,fully,8,1.0,Exploit,3,0.4764,0.4456,0.4517,0.4487
UNSW,Logistic Regression,0.1,random,5,0.3,DoS,1,0.4348,0.4474,0.411,0.4284
UNSW,Logistic Regression,0.1,random,5,0.3,DoS,2,0.444,0.4066,0.4533,0.4287
UNSW,Logistic Regression,0.1,random,5,0.3,DoS,3,0.4694,0.4564,0.4795,0.4677
UNSW,Logistic Regression,0.1,random,5,0.3,Recon,1,0.4298,0.3837,0.4141,0.3983
UNSW,Logistic Regression,0.1,random,5,0.3,Recon,2,0.3637,0.3807,0.4102,0.3949
UNSW,Logistic Regression,0.1,random,5,0.3,Recon,3,0.4153,0.3424,0.4629,0.3936
UNSW,Logistic Regression,0.1,random,5,0.3,Exploit,1,0.404,0.426,0.4486,0.437
UNSW,Logistic Regression,0.1,random,5,0.3,Exploit,2,0.4358,0.3867,0.4329,0.4085
UNSW,Logistic Regression,0.1,random,5,0.3,Exploit,3,0.3882,0.3718,0.4118,0.3908
UNSW,Logistic Regression,0.1,random,5,0.5,DoS,1,0.4415,0.4445,0.4584,0.4514
UNSW,Logistic Regression,0.1,random,5,0.5,DoS,2,0.449,0.3989,0.4832,0.437
UNSW,Logistic Regression,0.1,random,5,0.5,DoS,3,0.4288,0.3999,0.4274,0.4132
UNSW,Logistic Regression,0.1,random,5,0.5,Recon,1,0.4239,0.4423,0.4082,0.4245
UNSW,Logistic Regression,0.1,random,5,0.5,Recon,2,0.448,0.4653,0.4129,0.4375
UNSW,Logistic Regression,0.1,random,5,0.5,Recon,3,0.4262,0.4564,0.4135,0.4339
UNSW,Logistic Regression,0.1,random,5,0.5,Exploit,1,0.4011,0.4025,0.378,0.3898
UNSW,Logistic Regression,0.1,random,5,0.5,Exploit,2,0.4104,0.3983,0.4587,0.4264
UNSW,Logistic Regression,0.1,random,5,0.5,Exploit,3,0.3792,0.4148,0.4191,0.4169
UNSW,Logistic Regression,0.1,random,5,1.0,DoS,1,0.4457,0.4001,0.5291,0.4556
UNSW,Logistic Regression,0.1,random,5,1.0,DoS,2,0.4511,0.525,0.4259,0.4703
UNSW,Logistic Regression,0.1,random,5,1.0,DoS,3,0.4807,0.4463,0.4438,0.4451
UNSW,Logistic Regression,0.1,random,5,1.0,Recon,1,0.4541,0.4083,0.438,0.4226
UNSW,Logistic Regression,0.1,random,5,1.0,Recon,2,0.3958,0.446,0.4047,0.4244
UNSW,Logistic Regression,0.1,random,5,1.0,Recon,3,0.4139,0.3776,0.4923,0.4274
UNSW,Logistic Regression,0.1,random,5,1.0,Exploit,1,0.4262,0.4311,0.4341,0.4326
UNSW,Logistic Regression,0.1,random,5,1.0,Exploit,2,0.4149,0.4021,0.4156,0.4088
UNSW,Logistic Regression,0.1,random,5,1.0,Exploit,3,0.4405,0.356,0.5582,0.4347
UNSW,Logistic Regression,0.1,random,8,0.3,DoS,1,0.4405,0.4294,0.4354,0.4324
UNSW,Logistic Regression,0.1,random,8,0.3,DoS,2,0.4237,0.4249,0.4436,0.434
UNSW,Logistic Regression,0.1,random,8,0.3,DoS,3,0.4141,0.4608,0.3967,0.4263
UNSW,Logistic Regression,0.1,random,8,0.3,Recon,1,0.4403,0.4146,0.4037,0.4091
UNSW,Logistic Regression,0.1,random,8,0.3,Recon,2,0.4319,0.4343,0.3803,0.4055
UNSW,Logistic Regression,0.1,random,8,0.3,Recon,3,0.4026,0.4027,0.4156,0.409
UNSW,Logistic Regression,0.1,random,8,0.3,Exploit,1,0.4023,0.4218,0.3735,0.3962
UNSW,Logistic Regression,0.1,random,8,0.3,Exploit,2,0.3876,0.3698,0.4441,0.4035
UNSW,Logistic Regression,0.1,random,8,0.3,Exploit,3,0.4167,0.4268,0.4376,0.4322
UNSW,Logistic Regression,0.1,random,8,0.5,DoS,1,0.4782,0.4749,0.4583,0.4665
UNSW,Logistic Regression,0.1,random,8,0.5,DoS,2,0.4398,0.4334,0.4529,0.4429
UNSW,Logistic Regression,0.1,random,8,0.5,DoS,3,0.4302,0.4216,0.4269,0.4243
UNSW,Logistic Regression,0.1,random,8,0.5,Recon,1,0.4061,0.4553,0.4502,0.4528
UNSW,Logistic Regression,0.1,random,8,0.5,Recon,2,0.4524,0.5058,0.3644,0.4236
UNSW,Logistic Regression,0.1,random,8,0.5,Recon,3,0.3987,0.4306,0.3965,0.4128
UNSW,Logistic Regression,0.1,random,8,0.5,Exploit,1,0.3968,0.3842,0.4057,0.3947
UNSW,Logistic Regression,0.1,random,8,0.5,Exploit,2,0.3909,0.3524,0.4289,0.3869
UNSW,Logistic Regression,0.1,random,8,0.5,Exploit,3,0.3849,0.4207,0.3977,0.4089
UNSW,Logistic Regression,0.1,random,8,1.0,DoS,1,0.5018,0.4302,0.5076,0.4657
UNSW,Logistic Regression,0.1,random,8,1.0,DoS,2,0.4406,0.3965,0.4679,0.4293
UNSW,Logistic Regression,0.1,random,8,1.0,DoS,3,0.4914,0.4894,0.4709,0.48
UNSW,Logistic Regression,0.1,random,8,1.0,Recon,1,0.428,0.4045,0.4711,0.4353
UNSW,Logistic Regression,0.1,random,8,1.0,Recon,2,0.4292,0.3785,0.4638,0.4168
UNSW,Logistic Regression,0.1,random,8,1.0,Recon,3,0.3923,0.4277,0.409,0.4182
UNSW,Logistic Regression,0.1,random,8,1.0,Exploit,1,0.4581,0.4148,0.4452,0.4294
UNSW,Logistic Regression,0.1,random,8,1.0,Exploit,2,0.4175,0.4669,0.3982,0.4299
UNSW,Logistic Regression,0.1,random,8,1.0,Exploit,3,0.4199,0.3964,0.46,0.4258
UNSW,Logistic Regression,0.2,ring,5,0.3,DoS,1,0.3582,0.3593,0.4057,0.3811
UNSW,Logistic Regression,0.2,ring,5,0.3,DoS,2,0.3647,0.2936,0.4781,0.3638
UNSW,Logistic Regression,0.2,ring,5,0.3,DoS,3,0.3748,0.3465,0.4578,0.3944
UNSW,Logistic Regression,0.2,ring,5,0.3,Recon,1,0.3993,0.3728,0.413,0.3919
UNSW,Logistic Regression,0.2,ring,5,0.3,Recon,2,0.3451,0.3945,0.3567,0.3746
UNSW,Logistic Regression,0.2,ring,5,0.3,Recon,3,0.4194,0.313,0.4279,0.3615
UNSW,Logistic Regression,0.2,ring,5,0.3,Exploit,1,0.3139,0.2996,0.3699,0.3311
UNSW,Logistic Regression,0.2,ring,5,0.3,Exploit,2,0.385,0.3731,0.2999,0.3326
UNSW,Logistic Regression,0.2,ring,5,0.3,Exploit,3,0.309,0.3083,0.3992,0.3479
UNSW,Logistic Regression,0.2,ring,5,0.5,DoS,1,0.3836,0.3868,0.4063,0.3963
UNSW,Logistic Regression,0.2,ring,5,0.5,DoS,2,0.4101,0.4152,0.3921,0.4033
UNSW,Logistic Regression,0.2,ring,5,0.5,DoS,3,0.4119,0.3622,0.4349,0.3953
UNSW,Logistic Regression,0.2,ring,5,0.5,Recon,1,0.3976,0.4068,0.3568,0.3802
UNSW,Logistic Regression,0.2,ring,5,0.5,Recon,2,0.3504,0.3156,0.4153,0.3587
UNSW,Logistic Regression,0.2,ring,5,0.5,Recon,3,0.3724,0.3868,0.344,0.3642
UNSW,Logistic Regression,0.2,ring,5,0.5,Exploit,1,0.391,0.3984,0.3753,0.3865
UNSW,Logistic Regression,0.2,ring,5,0.5,Exploit,2,0.3898,0.4021,0.3749,0.388
UNSW,Logistic Regression,0.2,ring,5,0.5,Exploit,3,0.3861,0.3957,0.3888,0.3922
UNSW,Logistic Regression,0.2,ring,5,1.0,DoS,1,0.4232,0.4185,0.3784,0.3974
UNSW,Logistic Regression,0.2,ring,5,1.0,DoS,2,0.373,0.4485,0.3763,0.4092
UNSW,Logistic Regression,0.2,ring,5,1.0,DoS,3,0.3946,0.408,0.4104,0.4092
UNSW,Logistic Regression,0.2,ring,5,1.0,Recon,1,0.4176,0.4238,0.4278,0.4258
UNSW,Logistic Regression,0.2,ring,5,1.0,Recon,2,0.3886,0.3303,0.4772,0.3904
UNSW,Logistic Regression,0.2,ring,5,1.0,Recon,3,0.3891,0.3859,0.4256,0.4047
UNSW,Logistic Regression,0.2,ring,5,1.0,Exploit,1,0.4134,0.4399,0.3662,0.3996
UNSW,Logistic Regression,0.2,ring,5,1.0,Exploit,2,0.3572,0.366,0.3806,0.3732
UNSW,Logistic Regression,0.2,ring,5,1.0,Exploit,3,0.356,0.3337,0.4029,0.3651
UNSW,Logistic Regression,0.2,ring,8,0.3,DoS,1,0.3867,0.3276,0.4371,0.3745
UNSW,Logistic Regression,0.2,ring,8,0.3,DoS,2,0.3854,0.4445,0.353,0.3935
UNSW,Logistic Regression,0.2,ring,8,0.3,DoS,3,0.3896,0.4038,0.3855,0.3944
UNSW,Logistic Regression,0.2,ring,8,0.3,Recon,1,0.389,0.4044,0.3604,0.3812
UNSW,Logistic Regression,0.2,ring,8,0.3,Recon,2,0.3391,0.3554,0.3776,0.3662
UNSW,Logistic Regression,0.2,ring,8,0.3,Recon,3,0.3365,0.3393,0.3787,0.3579
UNSW,Logistic Regression,0.2,ring,8,0.3,Exploit,1,0.3514,0.4025,0.3366,0.3666
UNSW,Logistic Regression,0.2,ring,8,0.3,Exploit,2,0.3613,0.3332,0.4016,0.3643
UNSW,Logistic Regression,0.2,ring,8,0.3,Exploit,3,0.3369,0.3677,0.3333,0.3496
UNSW,Logistic Regression,0.2,ring,8,0.5,DoS,1,0.4073,0.4128,0.4278,0.4202
UNSW,Logistic Regression,0.2,ring,8,0.5,DoS,2,0.4042,0.3938,0.3789,0.3862
UNSW,Logistic Regression,0.2,ring,8,0.5,DoS,3,0.446,0.4763,0.3585,0.4091
UNSW,Logistic Regression,0.2,ring,8,0.5,Recon,1,0.39,0.3708,0.3904,0.3804
UNSW,Logistic Regression,0.2,ring,8,0.5,Recon,2,0.3824,0.4074,0.343,0.3724
UNSW,Logistic Regression,0.2,ring,8,0.5,Recon,3,0.4243,0.4095,0.3702,0.3888
UNSW,Logistic Regression,0.2,ring,8,0.5,Exploit,1,0.4078,0.3742,0.381,0.3776
UNSW,Logistic Regression,0.2,ring,8,0.5,Exploit,2,0.3899,0.3799,0.3996,0.3895
UNSW,Logistic Regression,0.2,ring,8,0.5,Exploit,3,0.3511,0.3888,0.3677,0.3779
UNSW,Logistic Regression,0.2,ring,8,1.0,DoS,1,0.3747,0.3652,0.4227,0.3919
UNSW,Logistic Regression,0.2,ring,8,1.0,DoS,2,0.4028,0.4244,0.3879,0.4053
UNSW,Logistic Regression,0.2,ring,8,1.0,DoS,3,0.4126,0.3812,0.4625,0.4179
UNSW,Logistic Regression,0.2,ring,8,1.0,Recon,1,0.39,0.4217,0.3874,0.4038
UNSW,Logistic Regression,0.2,ring,8,1.0,Recon,2,0.4053,0.4634,0.3479,0.3974
UNSW,Logistic Regression,0.2,ring,8,1.0,Recon,3,0.3865,0.3794,0.39,0.3846
UNSW,Logistic Regression,0.2,ring,8,1.0,Exploit,1,0.3539,0.3818,0.3837,0.3827
UNSW,Logistic Regression,0.2,ring,8,1.0,Exploit,2,0.3673,0.3661,0.3752,0.3706
UNSW,Logistic Regression,0.2,ring,8,1.0,Exploit,3,0.3778,0.3712,0.382,0.3765
UNSW,Logistic Regression,0.2,fully,5,0.3,DoS,1,0.4263,0.4154,0.4214,0.4183
UNSW,Logistic Regression,0.2,fully,5,0.3,DoS,2,0.4051,0.414,0.3811,0.3969
UNSW,Logistic Regression,0.2,fully,5,0.3,DoS,3,0.4308,0.4394,0.3986,0.418
UNSW,Logistic Regression,0.2,fully,5,0.3,Recon,1,0.4049,0.3909,0.3764,0.3835
UNSW,Logistic Regression,0.2,fully,5,0.3,Recon,2,0.3799,0.3564,0.3962,0.3752
UNSW,Logistic Regression,0.2,fully,5,0.3,Recon,3,0.3915,0.3665,0.4195,0.3912
UNSW,Logistic Regression,0.2,fully,5,0.3,Exploit,1,0.3875,0.3071,0.4768,0.3736
UNSW,Logistic Regression,0.2,fully,5,0.3,Exploit,2,0.401,0.3678,0.3776,0.3726
UNSW,Logistic Regression,0.2,fully,5,0.3,Exploit,3,0.3065,0.332,0.3855,0.3568
UNSW,Logistic Regression,0.2,fully,5,0.5,DoS,1,0.4029,0.4009,0.4254,0.4128
UNSW,Logistic Regression,0.2,fully,5,0.5,DoS,2,0.4395,0.4624,0.4135,0.4366
UNSW,Logistic Regression,0.2,fully,5,0.5,DoS,3,0.416,0.4452,0.3876,0.4144
UNSW,Logistic Regression,0.2,fully,5,0.5,Recon,1,0.3882,0.3362,0.4578,0.3877
UNSW,Logistic Regression,0.2,fully,5,0.5,Recon,2,0.4211,0.4796,0.36,0.4113
UNSW,Logistic Regression,0.2,fully,5,0.5,Recon,3,0.4035,0.353,0.432,0.3885
UNSW,Logistic Regression,0.2,fully,5,0.5,Exploit,1,0.3806,0.38,0.3484,0.3635
UNSW,Logistic Regression,0.2,fully,5,0.5,Exploit,2,0.408,0.39,0.4034,0.3965
UNSW,Logistic Regression,0.2,fully,5,0.5,Exploit,3,0.4311,0.3692,0.4191,0.3926
UNSW,Logistic Regression,0.2,fully,5,1.0,DoS,1,0.3775,0.448,0.4038,0.4247
UNSW,Logistic Regression,0.2,fully,5,1.0,DoS,2,0.4534,0.4932,0.4123,0.4491
UNSW,Logistic Regression,0.2,fully,5,1.0,DoS,3,0.4261,0.4551,0.4228,0.4384
UNSW,Logistic Regression,0.2,fully,5,1.0,Recon,1,0.4076,0.3939,0.4456,0.4182
UNSW,Logistic Regression,0.2,fully,5,1.0,Recon,2,0.4145,0.4561,0.4012,0.4269
UNSW,Logistic Regression,0.2,fully,5,1.0,Recon,3,0.4147,0.3796,0.4204,0.399
UNSW,Logistic Regression,0.2,fully,5,1.0,Exploit,1,0.4002,0.3957,0.3749,0.385
UNSW,Logistic Regression,0.2,fully,5,1.0,Exploit,2,0.3946,0.429,0.3724,0.3987
